"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference"
"297","11107-25",0.0454231883836211,8.1955720265047,0.40812592381451,0.690864911805023,0.999060679170961,-4.83685670684353,"11107-25","3","SL007735","Teneurin-3","TEN3","Q9P273","55714","TENM3","Human","RFU","Protein",2.5,"294.0"
"298","11109-56",0.0244779278679292,8.78254876966363,0.171712182403392,0.86672305217723,0.999060679170961,-4.86844999310113,"11109-56","3","SL025995","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18","SVEP1:Sushi 15-18","Q4LDE5","79987","SVEP1","Human","RFU","Protein",2.5,"3110.4"
"299","11110-4",0.0882312200843822,7.10962685957386,0.836456527356839,0.420363763648432,0.999060679170961,-4.71948426044244,"11110-4","3","SL019320","Transmembrane protein 119","TM119","Q4V9L6","338773","TMEM119","Human","RFU","Protein",2.5,"188.75"
"300","11112-18",0.107911018132304,7.10618695149264,1.05252476972146,0.314708500067965,0.999060679170961,-4.63510208501957,"11112-18","3","SL016490","Protein kish-A","KISHA","Q8TBQ9","153339","TMEM167A","Human","RFU","Protein",2.5,"187.1"
"301","11116-16",-0.0424932876437172,7.45115258087131,-0.261491607196625,0.798453567056186,0.999060679170961,-4.85942503133256,"11116-16","3","SL018991","Uncharacterized protein C11orf87","CK087","Q6NUJ2","399947","C11orf87","Human","RFU","Protein",2.5,"352.35"
"302","11117-2",0.0746949840890423,9.13652636212095,0.196241799542707,0.847931706404355,0.999060679170961,-4.86635122011802,"11117-2","3","SL009460","Spermatogenesis-associated protein 20","SPT20","Q8TB22","64847","SPATA20","Human","RFU","Protein",2.5,"463.9"
"303","11118-107",0.0700381479417711,9.27822812299345,0.554469612462097,0.590143360836399,0.999060679170961,-4.80500857217578,"11118-107","3","SL019321","Ras-related protein Rab-17","RAB17","Q9H0T7","64284","RAB17","Human","RFU","Protein",2.5,"809.6"
"304","11120-49",-0.0289683784409434,8.43345984317297,-0.203309298143672,0.8425351833575,0.999060679170961,-4.86569513562882,"11120-49","3","SL019329","N-acetyltransferase 14","NAT14","Q8WUY8","57106","NAT14","Human","RFU","Protein",2.5,"570.35"
"305","11121-56",0.043010949025204,6.20183185300449,0.330133811123187,0.747383623033888,0.999060679170961,-4.85005354298193,"11121-56","3","SL012520","Brorin","VWC2","Q2TAL6","375567","VWC2","Human","RFU","Protein",2.5,"684.7"
"306","11122-97",-0.0103126150922837,9.14837923186,-0.0527410374192069,0.958865987590381,0.999060679170961,-4.87467491297674,"11122-97","3","SL019337","Maspardin","SPG21","Q9NZD8","51324","SPG21","Human","RFU","Protein",2.5,"210.3"
"307","11126-102",0.0507004409611564,8.90011193101336,0.360599699298166,0.725098828957056,0.999060679170961,-4.84521813148726,"11126-102","3","SL007986","Triple functional domain protein","TRIO","O75962","7204","TRIO","Human","RFU","Protein",2.5,"697.8"
"308","11128-29",0.0788667936428951,6.0146375834014,0.631323044655668,0.540483223983557,0.999060679170961,-4.78473043197321,"11128-29","3","SL026000","Transmembrane protein 132C:Cytoplasmic domain","T132C:CD","Q8N3T6","92293","TMEM132C","Human","RFU","Protein",2.5,"160.7"
"309","11129-66",0.0530142750785405,7.20486876907649,0.424467591101802,0.67925337774694,0.999060679170961,-4.83375359484062,"11129-66","3","SL007065","Bone morphogenetic protein 15","BMP15","O95972","9210","BMP15","Human","RFU","Protein",2.5,"328.55"
"310","11130-158",-0.022702858598123,8.36837775702566,-0.147596978965192,0.885280994192925,0.999060679170961,-4.87024262496173,"11130-158","3","SL019338","Voltage-dependent L-type calcium channel subunit beta-4","CACB4","O00305","785","CACNB4","Human","RFU","Protein",2.5,"259.0"
"311","11134-30",0.0124523735460329,8.84239990759743,0.0801198241859525,0.93755381907688,0.999060679170961,-4.87382557952342,"11134-30","3","SL019322","Peptide chain release factor 1-like, mitochondrial","RF1ML","Q9UGC7","54516","MTRF1L","Human","RFU","Protein",2.5,"385.9"
"312","11135-5",0.257526744859566,6.81828390528883,1.6389474902028,0.128948281579145,0.999060679170961,-4.34677995867391,"11135-5","3","SL012643","39S ribosomal protein L55, mitochondrial","RM55","Q7Z7F7","128308","MRPL55","Human","RFU","Protein",2.5,"109.5"
"313","11137-43",0.0454272436662722,7.07621379730962,0.414005984741535,0.686677103738252,0.999060679170961,-4.83575350562385,"11137-43","3","SL025889","Cytokine receptor common subunit beta:Cytoplasmic domain","IL3RB:CD","P32927","1439","CSF2RB","Human","RFU","Protein",2.5,"330.25"
"314","11138-16",0.0376205245409933,7.85505404890155,0.170157142447457,0.867917347252841,0.999060679170961,-4.86857369399964,"11138-16","3","SL006056","Runt-related transcription factor 3","RUNX3","Q13761","864","RUNX3","Human","RFU","Protein",2.5,"311.6"
"315","11140-56",0.186310951960452,10.5609863479799,0.486684302037327,0.635853909811174,0.999060679170961,-4.82088712050941,"11140-56","3","SL025819","Collagen alpha-1(I) chain:C-term propeptide","CO1A1:C-term propeptide","P02452","1277","COL1A1","Human","RFU","Protein",2.5,"4535.6"
"316","11142-11",-0.42701735782023,8.22324973513986,-1.98703262743799,0.071896249703351,0.999060679170961,-4.1518367834358,"11142-11","3","SL025792","Angiopoietin-related protein 1:C-Term, Fibrinogen domian","ANGL1:C-term","O95841","9068","ANGPTL1","Human","RFU","Protein",2.5,"2311.75"
"317","11143-32",0.117782047279816,8.33377439180175,1.01878583209487,0.329779457578225,0.999060679170961,-4.64923239573127,"11143-32","3","SL025949","Noelin-3:Isoform 2, N-term","NOE3:N-term","Q96PB7","118427","OLFM3","Human","RFU","Protein",2.5,"811.65"
"318","11144-10",0.120579610193057,7.65676563979688,1.05162822362971,0.315102219587145,0.999060679170961,-4.63548184618628,"11144-10","3","SL012527","Beta-defensin 116","DB116","Q30KQ4","245930","DEFB116","Human","RFU","Protein",2.5,"247.65"
"319","11145-72",0.113427633013846,7.92915070501542,0.932828310158454,0.370556703801331,0.999060679170961,-4.68368184044204,"11145-72","3","SL019333","UPF0606 protein KIAA1549L","K154L","Q6ZVL6","25758","KIAA1549L","Human","RFU","Protein",2.5,"282.05"
"320","11146-4",-0.165911834559562,8.6486054594693,-1.37216612035932,0.196833305166249,0.999060679170961,-4.48653991260646,"11146-4","3","SL019339","T-box transcription factor TBX22","TBX22","Q9Y458","50945","TBX22","Human","RFU","Protein",2.5,"321.15"
"321","11147-17",0.0664986616523606,6.95909711395706,0.58818701572789,0.568062582199698,0.999060679170961,-4.79640492286488,"11147-17","3","SL026020","Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif","TRML1:ITIM","Q86YW5","340205","TREML1","Human","RFU","Protein",2.5,"176.05"
"322","11149-3",0.152831517397648,7.54550138243029,1.2658903440213,0.231216970603029,0.999060679170961,-4.53861789589742,"11149-3","3","SL026003","Toll-like receptor 1:Cytoplasmic domain","TLR1:CD","Q15399","7096","TLR1","Human","RFU","Protein",2.5,"316.2"
"323","11150-3",0.356269869457678,9.44196610394526,0.88409243070953,0.395204380000365,0.999060679170961,-4.7021740233573,"11150-3","3","SL002657","Collagen alpha-1(VI) chain","Collagen a1(VI)","P12109","1291","COL6A1","Human","RFU","Protein",2.5,"649.8"
"324","11152-46",0.303328999810009,8.2120989510666,0.994796701413708,0.340814586709284,0.999060679170961,-4.65907459552249,"11152-46","3","SL003918","Kallikrein-13","kallikrein 13","Q9UKR3","26085","KLK13","Human","RFU","Protein",2.5,"1008.35"
"325","11154-3",0.0454991818827688,6.51504269652972,0.434010120658742,0.672512570071777,0.999060679170961,-4.83188804742154,"11154-3","3","SL007421","Nuclear factor erythroid 2-related factor 1","NF2L1","Q14494","4779","NFE2L1","Human","RFU","Protein",2.5,"178.15"
"326","11155-16",0.181354717800231,6.85823018581383,1.5636227407549,0.145667427038962,0.999060679170961,-4.38735166912183,"11155-16","3","SL019315","Collagen alpha-5(VI) chain","CO6A5","A8TX70","256076","COL6A5","Human","RFU","Protein",2.5,"149.55"
"327","11157-35",-0.132318491892102,10.6177940453556,-0.550111732571954,0.593029843653606,0.999060679170961,-4.80608670631777,"11157-35","3","SL000451","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8","3303","HSPA1A","Human","RFU","Protein",2.5,"2250.1"
"328","11158-40",0.135104511446059,8.45713490810556,1.19223931857959,0.257783917220164,0.999060679170961,-4.57322881244249,"11158-40","3","SL019326","Bicaudal D-related protein 1","BICR1","Q6ZP65","92558","BICDL1","Human","RFU","Protein",2.5,"466.65"
"329","11159-14",0.020902873424463,6.08368457950689,0.173426797170316,0.865406602777528,0.999060679170961,-4.86831230460947,"11159-14","3","SL025937","Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain","MUL1:CD","Q969V5","79594","MUL1","Human","RFU","Protein",2.5,"120.9"
"330","11160-56",0.0369310883372691,8.73488507060655,0.262108886861462,0.797989487194686,0.999060679170961,-4.85935023679281,"11160-56","3","SL019335","RING finger protein 122","RN122","Q9H9V4","79845","RNF122","Human","RFU","Protein",2.5,"1550.85"
"331","11161-5",-0.0849128647619715,7.9181949317383,-0.551334154199056,0.592219418085785,0.999060679170961,-4.80578506757299,"11161-5","3","SL019340","Spartin","SPG20","Q8N0X7","23111","SPART","Human","RFU","Protein",2.5,"169.65"
"332","11162-37",0.0203975986886258,5.65207206917422,0.190948633762406,0.851978743863322,0.999060679170961,-4.8668275519739,"11162-37","3","SL019313","Equatorin","EQTN","Q9NQ60","54586","EQTN","Human","RFU","Protein",2.5,"121.45"
"333","11163-7",0.108801946379085,8.99730866899551,0.968460130337308,0.353236738218141,0.999060679170961,-4.66967877140923,"11163-7","3","SL019316","Protein FAM162B","F162B","Q5T6X4","221303","FAM162B","Human","RFU","Protein",2.5,"604.55"
"334","11164-7",0.0963325836962472,9.1087787832753,0.86384675301471,0.405768612343417,0.999060679170961,-4.70962505854964,"11164-7","3","SL019319","Teneurin-2","TEN2","Q9NT68","57451","TENM2","Human","RFU","Protein",2.5,"737.1"
"335","11167-6",0.0849741102273898,6.82876493437409,0.766803101543344,0.459036478817025,0.999060679170961,-4.74337611386803,"11167-6","3","SL019330","Myotubularin-related protein 1","MTMR1","Q13613","8776","MTMR1","Human","RFU","Protein",2.5,"203.25"
"336","11168-3",-0.0138122636214524,6.22612815597233,-0.103350823467745,0.919509543687869,0.999060679170961,-4.87283095014958,"11168-3","3","SL019053","Multiple epidermal growth factor-like domains protein 10","MEG10","Q96KG7","84466","MEGF10","Human","RFU","Protein",2.5,"300.1"
"337","11171-25",0.100925784707718,9.82055438813785,0.304161403235253,0.766574271150857,0.999060679170961,-4.8538488285454,"11171-25","3","SL025862","Filamin-A:Calponin Homology 2","filamin A:CH2","P21333","2316","FLNA","Human","RFU","Protein",2.5,"1118.75"
"338","11173-29",0.06378489192016,6.62553825968611,0.61255201004861,0.55239057703855,0.999060679170961,-4.7899018661523,"11173-29","3","SL019119","Allergin-1","MILR1","Q7Z6M3","284021","MILR1","Human","RFU","Protein",2.5,"180.45"
"339","11174-8",0.0328904928565787,7.01841510165154,0.247876264352869,0.808710089807164,0.999060679170961,-4.86103074355585,"11174-8","3","SL026002","Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6","THS7A:TSP type-1 domain 6","Q9UPZ6","221981","THSD7A","Human","RFU","Protein",2.5,"3627.8"
"340","11175-45",0.0856085754862637,8.70379542968591,0.694493791174861,0.501506656481825,0.999060679170961,-4.76631468740893,"11175-45","3","SL018606","Lysophosphatidylcholine acyltransferase 2","PCAT2","Q7L5N7","54947","LPCAT2","Human","RFU","Protein",2.5,"467.95"
"341","11177-16",0.105843073931153,11.937712259563,0.15333746051219,0.880856434423274,0.999060679170961,-4.86984028762739,"11177-16","3","SL006465","Keratin, type II cytoskeletal 5","K2C5","P13647","3852","KRT5","Human","RFU","Protein",2.5,"686.05"
"342","11178-21",0.0402868575732782,7.66863309693645,0.31693787347744,0.757112596610211,0.999060679170961,-4.85201958966721,"11178-21","3","SL025996","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6","SVEP1:EGF-like domains 4-6","Q4LDE5","79987","SVEP1","Human","RFU","Protein",2.5,"1637.5"
"343","11179-7",0.0989037178220924,7.6629366956227,0.896371951308484,0.388889831958296,0.999060679170961,-4.69758809885324,"11179-7","3","SL006717","Testis-specific serine/threonine-protein kinase 1","TSSK1","Q9BXA7","83942","TSSK1B","Human","RFU","Protein",2.5,"404.4"
"344","11180-17",0.0530878414351124,7.30481593953837,0.474428911592317,0.644297618069993,0.999060679170961,-4.82355224774355,"11180-17","3","SL019318","SWI/SNF complex subunit SMARCC1","SMRC1","Q92922","6599","SMARCC1","Human","RFU","Protein",2.5,"238.45"
"345","11184-51",0.179626814171019,7.48943553704013,1.11326486989683,0.288886689671897,0.999060679170961,-4.60884654935364,"11184-51","3","SL002762","Chromogranin-A","CgA","P10645","1113","CHGA","Human","RFU","Protein",2.5,"6155.3"
"346","11185-145",0.0898414852668541,7.59709016891589,0.793550947466704,0.443922810959424,0.999060679170961,-4.73440509156097,"11185-145","3","SL019341","GTP cyclohydrolase 1","GCH1","P30793","2643","GCH1","Human","RFU","Protein",2.5,"261.3"
"347","11186-12",0.108732649619522,7.21656347837383,1.00958271411305,0.333981471823056,0.999060679170961,-4.65302861908389,"11186-12","3","SL019314","Transmembrane protein 52","TMM52","Q8NDY8","339456","TMEM52","Human","RFU","Protein",2.5,"221.9"
"348","11187-11",0.388153382474317,7.67177266747594,1.38279987394242,0.193639169629526,0.999060679170961,-4.48120147804485,"11187-11","3","SL018579","C-type lectin domain family 12 member A","CL12A","Q5QGZ9","160364","CLEC12A","Human","RFU","Protein",2.5,"677.6"
"349","11190-129",0.0966422550013295,8.4833424205655,0.786792186792184,0.447711011253938,0.999060679170961,-4.73669619549903,"11190-129","3","SL019328","ATP-dependent zinc metalloprotease YME1L1","YMEL1","Q96TA2","10730","YME1L1","Human","RFU","Protein",2.5,"558.6"
"350","11192-168",-0.0575303177062274,10.4774440391518,-0.0993046356811661,0.92264925812803,0.999060679170961,-4.87302225522747,"11192-168","3","SL008302","Tubulointerstitial nephritis antigen-like","TINAL","Q9GZM7","64129","TINAGL1","Human","RFU","Protein",2.5,"702.4"
"351","11193-27",0.0143721663651784,6.25085314532613,0.125837385142759,0.902088229061652,0.999060679170961,-4.87162908442175,"11193-27","3","SL019342","Hepatocyte nuclear factor 1-alpha","HNF1A","P20823","6927","HNF1A","Human","RFU","Protein",2.5,"157.2"
"352","11194-6",0.043964545312452,6.91649616953691,0.360922068648008,0.724864394588519,0.999060679170961,-4.84516476472498,"11194-6","3","SL007783","Signaling threshold-regulating transmembrane adapter 1","SIT1","Q9Y3P8","27240","SIT1","Human","RFU","Protein",2.5,"199.0"
"353","11196-31",0.484996506517881,8.70558884637131,1.64895252962237,0.12685981036567,0.999060679170961,-4.34133578421285,"11196-31","3","SL025822","Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1","Collagen alpha-3(VI):BPTI/Kunitz inhibitor","P12111","1293","COL6A3","Human","RFU","Protein",2.5,"3989.8"
"354","11198-37",0.0845439238689796,8.018268107323,0.70224294416383,0.496844217783321,0.999060679170961,-4.76394999248107,"11198-37","3","SL012768","Cyclic AMP-responsive element-binding protein 3-like protein 1","CR3L1","Q96BA8","90993","CREB3L1","Human","RFU","Protein",2.5,"366.35"
"355","11200-52",0.094859827911046,8.18625692319208,0.858631713968649,0.408520683594642,0.999060679170961,-4.71152196661849,"11200-52","3","SL007696","Complement component C1q receptor","C1QR1","Q9NPY3","22918","CD93","Human","RFU","Protein",2.5,"595.45"
"356","11201-19",0.0441494852826354,5.76398496969342,0.392963216447246,0.701713395505309,0.999060679170961,-4.83963193864481,"11201-19","3","SL019343","tRNA pseudouridine synthase A, mitochondrial","TRUA","Q9Y606","80324","PUS1","Human","RFU","Protein",2.5,"92.85"
"357","11202-70",-0.0618260316571346,7.75345162037954,-0.392527740262175,0.702026005811097,0.999060679170961,-4.83971015951096,"11202-70","3","SL019350","T-box transcription factor TBX5","TBX5","Q99593","6910","TBX5","Human","RFU","Protein",2.5,"222.2"
"358","11203-97",0.0799107684379257,7.45252419082396,0.443064014045457,0.666144510458495,0.999060679170961,-4.83008169886351,"11203-97","3","SL009203","Pyruvate kinase PKLR","KPYR","P30613","5313","PKLR","Human","RFU","Protein",2.5,"403.25"
"359","11204-80",0.107667168505476,8.34752923561717,0.624347125243418,0.544891278565109,0.999060679170961,-4.7866686012271,"11204-80","3","SL009892","Coxsackievirus and adenovirus receptor","CXAR","P78310","1525","CXADR","Human","RFU","Protein",2.5,"422.05"
"360","11205-10",0.0427532697501523,9.38091405431048,0.243044066340497,0.812359344859211,0.999060679170961,-4.86158034148093,"11205-10","3","SL004571","Integrin beta-7","Integrin beta-7","P26010","3695","ITGB7","Human","RFU","Protein",2.5,"1126.6"
"361","11207-3",-0.0401947986662679,7.64405428214389,-0.334601426231889,0.744100039238606,0.999060679170961,-4.84937029502329,"11207-3","3","SL025927","Macrophage scavenger receptor types I and II:Cytoplasmic domain","Macrophage scavenger receptor:CD","P21757","4481","MSR1","Human","RFU","Protein",2.5,"228.1"
"362","11208-15",0.0495614678537306,7.35248332792632,0.477900917608741,0.64190009777803,0.999060679170961,-4.82280366918204,"11208-15","3","SL019369","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NAGPA","Q9UK23","51172","NAGPA","Human","RFU","Protein",2.5,"1324.0"
"363","11211-7",-0.0155615901110711,10.7400214028244,-0.0987032962823421,0.923115997124501,0.999060679170961,-4.87305003655179,"11211-7","3","SL019355","Tubulin-specific chaperone E","TBCE","Q15813","6905","TBCE","Human","RFU","Protein",2.5,"565.25"
"364","11212-7",0.465177726913542,11.8098037839414,1.65112300611905,0.126410710318842,0.999060679170961,-4.34015312523872,"11212-7","3","SL008805","Thioredoxin domain-containing protein 5","TXND5","Q8NBS9","81567","TXNDC5","Human","RFU","Protein",2.5,"7400.85"
"365","11214-40",0.0788916112818612,8.86507778905893,0.505177400428572,0.623214217812479,0.999060679170961,-4.81674543545845,"11214-40","3","SL019363","DnaJ homolog subfamily B member 9","DNJB9","Q9UBS3","4189","DNAJB9","Human","RFU","Protein",2.5,"1556.6"
"366","11215-6",0.0720671457022384,7.7624470382291,0.60091698138331,0.55984425508545,0.999060679170961,-4.79303695774561,"11215-6","3","SL025808","Cadherin-15:Cytoplasmic domain","CAD15:CD","P55291","1013","CDH15","Human","RFU","Protein",2.5,"773.9"
"367","11217-16",-0.182638128664667,9.89147578404863,-1.03519108336339,0.322385955305126,0.999060679170961,-4.64240317317955,"11217-16","3","SL007405","C-terminal-binding protein 1","CTBP1","Q13363","1487","CTBP1","Human","RFU","Protein",2.5,"347.4"
"368","11218-84",-0.163221755351808,10.7964039246371,-0.785124169960617,0.448649123283024,0.999060679170961,-4.73725911042532,"11218-84","3","SL019351","Thiopurine S-methyltransferase","TPMT","P51580","7172","TPMT","Human","RFU","Protein",2.5,"2639.1"
"369","11219-95",0.0202666321352432,8.39825176529944,0.185992297819549,0.8557722789748,0.999060679170961,-4.8672618845343,"11219-95","3","SL012727","Fibroblast growth factor-binding protein 3","FGFP3","Q8TAT2","143282","FGFBP3","Human","RFU","Protein",2.5,"462.5"
"370","11220-53",0.071130394944789,7.72625595034618,0.711244605997721,0.491461328391476,0.999060679170961,-4.76117456180449,"11220-53","3","SL019359","Uncharacterized protein C10orf105","CJ105","Q8TEF2","414152","C10orf105","Human","RFU","Protein",2.5,"276.05"
"371","11223-1",0.144362755335909,7.68457086029164,1.36706944117987,0.198379722711781,0.999060679170961,-4.48909073803189,"11223-1","3","SL018407","Transmembrane protein 154","TM154","Q6P9G4","201799","TMEM154","Human","RFU","Protein",2.5,"266.3"
"372","11226-16",0.053964184264581,9.82998658098215,0.299055878966494,0.770366404291665,0.999060679170961,-4.85455929784122,"11226-16","3","SL019352","Ubiquitin-protein ligase E3A","UBE3A","Q05086","7337","UBE3A","Human","RFU","Protein",2.5,"721.45"
"373","11227-31",-0.117668055951384,8.62375373303855,-0.674990859864987,0.513357006482023,0.999060679170961,-4.772164820537,"11227-31","3","SL019356","Transducin beta-like protein 2","TBL2","Q9Y4P3","26608","TBL2","Human","RFU","Protein",2.5,"254.3"
"374","11228-37",0.0786268547893005,9.04739051030831,0.672376764765185,0.514957921232978,0.999060679170961,-4.77293786518969,"11228-37","3","SL018079","Protein RIC-3","RIC3","Q7Z5B4","79608","RIC3","Human","RFU","Protein",2.5,"561.4"
"375","11229-16",0.0725248658188864,7.46336065324905,0.629907519837946,0.541376044554222,0.999060679170961,-4.78512527147566,"11229-16","3","SL007036","Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460","2081","ERN1","Human","RFU","Protein",2.5,"412.05"
"376","11231-12",-0.0395000690247702,5.52126060140177,-0.340304075949757,0.739916428808017,0.999060679170961,-4.8484852448515,"11231-12","3","SL019364","Adrenodoxin-like protein, mitochondrial","ADXL","Q6P4F2","112812","FDX2","Human","RFU","Protein",2.5,"79.1"
"377","11232-46",0.119299218055565,7.90080120130354,1.08336169515551,0.301389869842127,0.999060679170961,-4.62190095674874,"11232-46","3","SL003164","Transcobalamin-1","Holo-TC I","P20061","6947","TCN1","Human","RFU","Protein",2.5,"751.05"
"378","11237-49",0.020444460896373,13.5305145738863,0.0375914571807456,0.970674230937425,0.999060679170961,-4.87499455494629,"11237-49","3","SL006539","Procollagen C-endopeptidase enhancer 1","PCOC1","Q15113","5118","PCOLCE","Human","RFU","Protein",2.5,"123270.6"
"379","11239-49",0.0242821428269329,7.05917800404915,0.212665748182646,0.835403867398073,0.999060679170961,-4.86479128543977,"11239-49","3","SL019365","Transmembrane protease serine 6","TMPS6","Q8IU80","164656","TMPRSS6","Human","RFU","Protein",2.5,"408.0"
"380","11241-8",-0.190899383501085,11.2826112167656,-1.17200068447409,0.26549263674556,0.999060679170961,-4.58250923950847,"11241-8","3","SL011173","Argininosuccinate lyase","ARLY","P04424","435","ASL","Human","RFU","Protein",2.5,"20445.4"
"381","11242-33",0.0651571774887341,7.1213670318506,0.635487793776405,0.537861240426729,0.999060679170961,-4.78356415763257,"11242-33","3","SL019353","Protein-glutamine gamma-glutamyltransferase K","TGM1","P22735","7051","TGM1","Human","RFU","Protein",2.5,"167.2"
"382","11243-90",-0.0485843483307349,9.81246964571947,-0.241642177806149,0.813418918346374,0.999060679170961,-4.8617377962905,"11243-90","3","SL019357","Adhesion G-protein coupled receptor F1","GPR110","Q5T601","266977","ADGRF1","Human","RFU","Protein",2.5,"6093.55"
"383","11245-43",-0.00836121826932867,10.5735095338058,-0.027983589715332,0.978167004105392,0.999060679170961,-4.87514173385915,"11245-43","3","SL025863","Filamin-A:Calponin Homology 1","filamin A:CH1","P21333","2316","FLNA","Human","RFU","Protein",2.5,"2432.6"
"384","11246-3",0.0745554485941593,7.50667024671056,0.725461804856361,0.483032591180134,0.999060679170961,-4.75672900050238,"11246-3","3","SL012736","BPI fold-containing family B member 1","LPLC1","Q8TDL5","92747","BPIFB1","Human","RFU","Protein",2.5,"36376.8"
"385","11247-20",0.101827015846014,7.43704343693433,0.904154785103411,0.384924001187443,0.999060679170961,-4.69465572052869,"11247-20","3","SL019366","N-acetylglutamate synthase, mitochondrial","NAGS","Q8N159","162417","NAGS","Human","RFU","Protein",2.5,"284.05"
"386","11248-43",0.0917908641727205,8.07078434719459,0.782685796377552,0.450022776576814,0.999060679170961,-4.7380802064414,"11248-43","3","SL019345","Uroporphyrinogen-III synthase","HEM4","P10746","7390","UROS","Human","RFU","Protein",2.5,"295.6"
"387","11252-30",0.0773203554433763,8.51496400155111,0.66543279530846,0.519224828025835,0.999060679170961,-4.77497855112422,"11252-30","3","SL025921","Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology","LRCH4:CH","O75427","4034","LRCH4","Human","RFU","Protein",2.5,"511.2"
"388","11254-13",0.122646348146542,8.47334824006308,1.15537563797217,0.271959163387714,0.999060679170961,-4.5900551385537,"11254-13","3","SL012393","Papilin","PPN","O95428","89932","PAPLN","Human","RFU","Protein",2.5,"439.85"
"389","11257-1",-0.15900217087351,14.5108594120035,-0.761405924026582,0.462125530129672,0.999060679170961,-4.74515494143559,"11257-1","3","SL007095","Dihydropteridine reductase","DHPR","P09417","5860","QDPR","Human","RFU","Protein",2.5,"10374.0"
"390","11258-41",-0.0231540419928908,9.06537597750434,-0.144491628072107,0.887676197758245,0.999060679170961,-4.87045391324699,"11258-41","3","SL004569","Mucosal addressin cell adhesion molecule 1","MAdCAM-1","Q13477","8174","MADCAM1","Human","RFU","Protein",2.5,"1863.55"
"391","11260-47",0.030868329589345,6.72786170292475,0.28338219369595,0.7820467556044,0.999060679170961,-4.85666705721935,"11260-47","3","SL012729","SUN domain-containing protein 5","SPA4L","Q8TC36","140732","SUN5","Human","RFU","Protein",2.5,"168.75"
"392","11262-39",0.0433220641812886,7.01160613866302,0.290791810677728,0.776517777773649,0.999060679170961,-4.855684434623,"11262-39","3","SL019367","TraB domain-containing protein","TRABD","Q9H4I3","80305","TRABD","Human","RFU","Protein",2.5,"237.45"
"393","11263-57",-0.180619364099329,10.3245498659583,-1.08117013445528,0.302322122341408,0.999060679170961,-4.62284799235761,"11263-57","3","SL019372","Calsequestrin-1","CASQ1","P31415","844","CASQ1","Human","RFU","Protein",2.5,"4444.0"
"394","11264-33",-0.0100791628172505,5.69472128997301,-0.0827903493796663,0.935477474543205,0.999060679170961,-4.87372402763171,"11264-33","3","SL019346","Xanthine dehydrogenase/oxidase","XDH","P47989","7498","XDH","Human","RFU","Protein",2.5,"74.7"
"395","11265-8",-0.336653191841373,13.0244661067566,-1.40371616006478,0.187482717502962,0.999060679170961,-4.47063748025763,"11265-8","3","SL005674","Retinal dehydrogenase 1","Retinal dehydrogenase 1","P00352","216","ALDH1A1","Human","RFU","Protein",2.5,"2410.0"
"396","11266-8",0.056703102880272,6.23921791975402,0.528332514760474,0.607564902047304,0.999060679170961,-4.81135757374681,"11266-8","3","SL025980","P-selectin glycoprotein ligand 1:Extracellular domain","SELPL:ECD","Q14242","6404","SELPLG","Human","RFU","Protein",2.5,"535.9"
"397","11270-17",0.187405213193214,9.07333358467726,0.836352976853021,0.420419600845911,0.999060679170961,-4.71952104514343,"11270-17","3","SL019368","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial","CHC10","Q8WYQ3","400916","CHCHD10","Human","RFU","Protein",2.5,"317.75"
"398","11273-176",0.09298138862406,7.84767509501621,0.723408902238636,0.48424412301022,0.999060679170961,-4.75737559416029,"11273-176","3","SL013030","Glutathione S-transferase theta-2B","GSTT2","P0CG30","653689","GSTT2B","Human","RFU","Protein",2.5,"259.1"
"399","11275-94",0.126694418357276,7.73972984262164,0.950945510560804,0.361676377438516,0.999060679170961,-4.67661193428632,"11275-94","3","SL013872","Low-density lipoprotein receptor-related protein 1B","LRP1B","Q9NZR2","53353","LRP1B","Human","RFU","Protein",2.5,"273.9"
"400","11277-23",0.089370262010144,8.9548555313764,0.797029147724972,0.441981464100184,0.999060679170961,-4.73321969011617,"11277-23","3","SL014732","Cyclic AMP-dependent transcription factor ATF-6 alpha","ATF6A","P18850","22926","ATF6","Human","RFU","Protein",2.5,"39535.0"
"401","11278-4",0.11308932606206,6.91246035907484,1.04797882354862,0.316708659512772,0.999060679170961,-4.63702528137429,"11278-4","3","SL009488","Collagen alpha-2(XI) chain","COL11A2","P13942","1302","COL11A2","Human","RFU","Protein",2.5,"1209.2"
